symbol,bidPrice,bidQty,askPrice,askQty
COCOSBNB,0.00124200,104.70000000,0.00124900,450.50000000
COCOSBTC,0.00000000,0.00000000,0.00000000,0.00000000
COCOSUSDT,0.42200000,3052.28000000,0.42470000,749.48000000
MTLUSDT,2.31950000,21.06000000,2.32790000,51.70000000
TOMOBNB,0.00000000,0.00000000,0.00000000,0.00000000
TOMOBTC,0.00004082,117.00000000,0.00004090,39.00000000
TOMOUSDT,1.58390000,14.89000000,1.58590000,52.35000000
TOMOUSDC,0.00000000,0.00000000,0.00000000,0.00000000
PERLBNB,0.00016140,3080.00000000,0.00016280,3534.00000000
PERLBTC,0.00000142,3489.00000000,0.00000144,778144.00000000
PERLUSDC,0.00000000,0.00000000,0.00000000,0.00000000
PERLUSDT,0.05500000,13225.20000000,0.05532000,1300.00000000
DENTUSDT,0.00371130,134220.00000000,0.00372520,11797.00000000
MFTUSDT,0.00955300,132269.00000000,0.00959200,126.00000000
KEYUSDT,0.00799100,8672.00000000,0.00801800,11686.00000000
STORMUSDT,0.00000000,0.00000000,0.00000000,0.00000000
DOCKUSDT,0.04881500,8144.00000000,0.04900200,37647.00000000
WANUSDT,0.89010000,1392.81000000,0.89100000,421.69000000
FUNUSDT,0.02223300,14826.00000000,0.02230600,1237.00000000
CVCUSDT,0.31788000,480.60000000,0.31873000,1000.00000000
BTTTRX,0.04959000,3153.20000000,0.04979000,226295.00000000
WINTRX,0.00698000,33020220.00000000,0.00699000,6530536.10000000
CHZBNB,0.00073380,1295.00000000,0.00073650,1245.00000000
CHZBTC,0.00000645,27008.00000000,0.00000646,42785.00000000
CHZUSDT,0.25038000,1756.50000000,0.25039000,484.00000000
BANDBNB,0.02379000,221.20000000,0.02387000,39.50000000
BANDBTC,0.00020914,42.40000000,0.00020955,6.80000000
BANDUSDT,8.10900000,75.00000000,8.12000000,10.23200000
BNBBUSD,341.11000000,0.03640000,341.40000000,0.08790000
BTCBUSD,38811.36000000,0.00038500,38813.20000000,0.02235700
BUSDUSDT,0.99850000,8984460.63000000,0.99860000,5479890.32000000
BEAMBNB,0.00000000,0.00000000,0.00000000,0.00000000
BEAMBTC,0.00001726,1321.86000000,0.00001732,500.00000000
BEAMUSDT,0.67010000,576.75000000,0.67180000,28.88000000
XTZBNB,0.01037000,1114.30000000,0.01043000,1664.80000000
XTZBTC,0.00009140,7.00000000,0.00009150,9146.16000000
XTZUSDT,3.54280000,4.41000000,3.54400000,1041.70000000
RENUSDT,0.47130000,314.60000000,0.47211000,500.00000000
RVNUSDT,0.07909000,2000.00000000,0.07921000,901.40000000
HCUSDT,0.00000000,0.00000000,0.00000000,0.00000000
HBARBNB,0.00074230,117.00000000,0.00074590,317.00000000
HBARBTC,0.00000654,89.00000000,0.00000655,65694.00000000
HBARUSDT,0.25322000,9840.20000000,0.25341000,3152.00000000
NKNBNB,0.00000000,0.00000000,0.00000000,0.00000000
NKNBTC,0.00000836,8940.00000000,0.00000840,18059.00000000
NKNUSDT,0.32465000,1738.90000000,0.32507000,231.70000000
XRPBUSD,0.92500000,756.26000000,0.92590000,113.68000000
ETHBUSD,2626.12000000,0.76240000,2626.15000000,0.07437000
BCHABCBUSD,0.00000000,0.00000000,0.00000000,0.00000000
LTCBUSD,179.42000000,0.10000000,179.61000000,9.88929000
LINKBUSD,25.43900000,31.06500000,25.48700000,597.35100000
ETCBUSD,72.81300000,13.54000000,73.04800000,0.05000000
STXBNB,0.00306700,474.80000000,0.00309400,1009.60000000
STXBTC,0.00002718,152.00000000,0.00002721,2033.00000000
STXUSDT,1.05180000,350.00000000,1.05490000,4068.66000000
KAVABNB,0.00937000,1460.90000000,0.00942000,12.00000000
KAVABTC,0.00008255,199.50000000,0.00008261,1.70000000
KAVAUSDT,3.20000000,230.77000000,3.20470000,28.47000000
BUSDNGN,460.49000000,354.77000000,476.85000000,66.28000000
BNBNGN,21700.00000000,0.02500000,48565.00000000,0.05300000
BTCNGN,34333387.00000000,0.00011500,34497954.00000000,0.00335900
ARPABNB,0.00012070,4273.00000000,0.00012120,2784.00000000
ARPABTC,0.00000106,1275000.00000000,0.00000107,286439.00000000
ARPAUSDT,0.04115000,1482.50000000,0.04120000,18814.90000000
TRXBUSD,0.07538000,265.30000000,0.07543000,48858.20000000
EOSBUSD,5.37790000,342.44000000,5.38840000,4849.56000000
IOTXUSDT,0.03452100,20650.00000000,0.03463100,20650.00000000
RLCUSDT,5.75980000,27.38000000,5.76510000,2.79000000
MCOUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XLMBUSD,0.43189000,1593.40000000,0.43220000,1226.70000000
ADABUSD,1.54800000,949.64000000,1.54880000,13550.50000000
CTXCBNB,0.00000000,0.00000000,0.00000000,0.00000000
CTXCBTC,0.00000439,11739.00000000,0.00000441,3092.00000000
CTXCUSDT,0.17050000,1199.76000000,0.17100000,172.47000000
BCHBNB,2.12200000,27.19600000,2.12700000,0.08000000
BCHBTC,0.01868500,0.17100000,0.01870400,0.17100000
BCHUSDT,724.21000000,0.13912000,724.25000000,0.23027000
BCHUSDC,724.59000000,24.86885000,726.52000000,0.15449000
BCHTUSD,717.16000000,4.71300000,738.70000000,0.09700000
BCHPAX,704.50000000,1.90406000,746.91000000,0.07000000
BCHBUSD,725.03000000,0.13205000,725.69000000,0.13863000
BTCRUB,2884124.00000000,0.03257200,2886370.00000000,0.00854900
ETHRUB,194979.00000000,1.85615000,195364.80000000,0.65553000
XRPRUB,68.69000000,576.90000000,69.01000000,2901.10000000
BNBRUB,25312.44000000,0.00700000,25408.50000000,1.80300000
TROYBNB,0.00002771,4539.00000000,0.00002794,10323.00000000
TROYBTC,0.00000024,32384774.00000000,0.00000025,20702218.00000000
TROYUSDT,0.00947000,2638.00000000,0.00948300,24237.00000000
BUSDRUB,74.32000000,96.90000000,74.32200000,5325.10000000
QTUMBUSD,10.50700000,1.33000000,10.53800000,70.00000000
VETBUSD,0.11245000,292.70000000,0.11257000,127348.70000000
VITEBNB,0.00000000,0.00000000,0.00000000,0.00000000
VITEBTC,0.00000262,35408.00000000,0.00000264,19123.00000000
VITEUSDT,0.10201000,558.50000000,0.10247000,2100.00000000
FTTBNB,0.09700000,169.24000000,0.09730000,0.54000000
FTTBTC,0.00085420,136.44000000,0.00085650,65.34000000
FTTUSDT,33.12100000,2.19400000,33.18700000,60.55100000
BTCTRY,327938.00000000,0.51217300,328422.00000000,0.48929400
BNBTRY,2882.00000000,40.07100000,2887.00000000,6.96500000
BUSDTRY,8.45000000,226994.88000000,8.46000000,49618.28000000
ETHTRY,22201.00000000,2.71242700,22208.00000000,10.00755200
XRPTRY,7.81800000,22976.77000000,7.83300000,4106.05000000
USDTTRY,8.46800000,74783.05000000,8.46900000,154538.58000000
USDTRUB,74.38200000,182.00000000,74.42500000,45.50000000
BTCEUR,31949.77000000,0.02354500,31952.34000000,0.88609100
ETHEUR,2161.90000000,0.40000000,2161.99000000,0.31163000
BNBEUR,280.74000000,0.79750000,281.19000000,33.17000000
XRPEUR,0.76130000,229.39000000,0.76240000,20258.13000000
EURBUSD,1.21450000,10729.57000000,1.21460000,18915.98000000
EURUSDT,1.21300000,37758.60000000,1.21310000,137039.15000000
OGNBNB,0.00197700,5311.20000000,0.00198800,77.40000000
OGNBTC,0.00001744,5087.00000000,0.00001750,1712.00000000
OGNUSDT,0.67600000,1021.01000000,0.67770000,88.39000000
DREPBNB,0.00000000,0.00000000,0.00000000,0.00000000
DREPBTC,0.00001356,273.80000000,0.00001367,342.80000000
DREPUSDT,0.52700000,1200.71500000,0.52900000,596.55000000
BULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ETHBULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
ETHBULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ETHBEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
ETHBEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
TCTBNB,0.00000000,0.00000000,0.00000000,0.00000000
TCTBTC,0.00000074,341059.00000000,0.00000075,392500.00000000
TCTUSDT,0.02885900,561.00000000,0.02896000,3499.00000000
WRXBNB,0.00461500,3964.00000000,0.00465200,2574.00000000
WRXBTC,0.00004060,3666.00000000,0.00004074,29.00000000
WRXUSDT,1.57650000,442.67000000,1.58050000,809.44000000
ICXBUSD,1.15850000,312.06000000,1.16080000,587.17000000
BTSUSDT,0.05507000,15205.20000000,0.05517000,8287.20000000
BTSBUSD,0.00000000,0.00000000,0.00000000,0.00000000
LSKUSDT,3.79020000,64.41000000,3.79670000,13.88000000
BNTUSDT,4.56320000,93.87000000,4.56830000,5.55000000
BNTBUSD,4.56950000,6.32000000,4.58930000,96.57000000
LTOBNB,0.00000000,0.00000000,0.00000000,0.00000000
LTOBTC,0.00000555,250.00000000,0.00000556,90089.00000000
LTOUSDT,0.21490000,658.80000000,0.21536000,933.40000000
ATOMBUSD,13.96700000,0.78400000,13.99400000,1.00000000
DASHBUSD,189.95000000,99.45776000,190.24000000,0.29690000
NEOBUSD,52.00100000,7.86300000,52.09400000,8.08900000
WAVESBUSD,16.84300000,713.97100000,16.87200000,10.48200000
XTZBUSD,3.54600000,202.96000000,3.55240000,3204.86000000
EOSBULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
EOSBULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
EOSBEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
EOSBEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
XRPBULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XRPBULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
XRPBEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XRPBEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BATBUSD,0.72340000,226.73000000,0.72500000,6846.60000000
ENJBUSD,1.23850000,11.29000000,1.24130000,254.36000000
NANOBUSD,7.51580000,1.85000000,7.55290000,14.83000000
ONTBUSD,1.11190000,12.58000000,1.11370000,13947.38000000
RVNBUSD,0.07928000,3000.00000000,0.07951000,176.30000000
STRATBUSD,0.00000000,0.00000000,0.00000000,0.00000000
STRATBNB,0.00000000,0.00000000,0.00000000,0.00000000
STRATUSDT,0.00000000,0.00000000,0.00000000,0.00000000
AIONBUSD,0.00000000,0.00000000,0.00000000,0.00000000
AIONUSDT,0.20380000,851.20000000,0.20430000,504.80000000
MBLBNB,0.00002734,15837.00000000,0.00002751,16155.00000000
MBLBTC,0.00000000,0.00000000,0.00000000,0.00000000
MBLUSDT,0.00934200,65218.00000000,0.00937800,61424.00000000
COTIBNB,0.00062200,45207.00000000,0.00062810,11362.00000000
COTIBTC,0.00000549,34878.00000000,0.00000551,558.00000000
COTIUSDT,0.21301000,40.70000000,0.21353000,2000.00000000
ALGOBUSD,0.97370000,3984.00000000,0.97550000,3229.54000000
BTTBUSD,0.00374340,83119.00000000,0.00375070,387225.00000000
TOMOBUSD,1.58100000,50.00000000,1.58910000,2308.44000000
XMRBUSD,249.66000000,0.31115000,250.21000000,0.04422000
ZECBUSD,143.99000000,0.62504000,144.31000000,42.35241000
BNBBULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BNBBULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BNBBEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BNBBEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
STPTBNB,0.00000000,0.00000000,0.00000000,0.00000000
STPTBTC,0.00000137,184557.00000000,0.00000139,141227.00000000
STPTUSDT,0.05335000,32155.70000000,0.05376000,2290.40000000
BTCZAR,0.00000000,0.00000000,0.00000000,0.00000000
ETHZAR,0.00000000,0.00000000,0.00000000,0.00000000
BNBZAR,0.00000000,0.00000000,0.00000000,0.00000000
USDTZAR,0.00000000,0.00000000,0.00000000,0.00000000
BUSDZAR,0.00000000,0.00000000,0.00000000,0.00000000
BTCBKRW,0.00000000,0.00000000,0.00000000,0.00000000
ETHBKRW,0.00000000,0.00000000,0.00000000,0.00000000
BNBBKRW,0.00000000,0.00000000,0.00000000,0.00000000
WTCUSDT,0.82310000,1035.27000000,0.82710000,231.11000000
DATABUSD,0.07636000,3346.00000000,0.07712000,182.40000000
DATAUSDT,0.07651000,2126.40000000,0.07700000,310.70000000
XZCUSDT,0.00000000,0.00000000,0.00000000,0.00000000
SOLBNB,0.09172000,811.10000000,0.09201000,259.50000000
SOLBTC,0.00080657,544.00000000,0.00080799,3.30000000
SOLUSDT,31.27500000,15.33600000,31.29400000,30.59400000
SOLBUSD,31.31900000,1.16400000,31.34500000,10.70000000
BTCIDRT,566429609.00,0.00104600,572103989.00,0.00113700
BNBIDRT,5001229.00,6.73700000,5043015.00,17.76500000
USDTIDRT,14732.00,258.40000000,14752.00,572.41000000
BUSDIDRT,0.00,0.00000000,0.00,0.00000000
CTSIBTC,0.00001876,24.00000000,0.00001879,400.00000000
CTSIUSDT,0.72449000,931.40000000,0.72805000,201.80000000
CTSIBNB,0.00212700,34.00000000,0.00213700,34.00000000
CTSIBUSD,0.72704000,50.50000000,0.72999000,64.60000000
HIVEBNB,0.00000000,0.00000000,0.00000000,0.00000000
HIVEBTC,0.00001288,872.00000000,0.00001291,1007.00000000
HIVEUSDT,0.49900000,370.12000000,0.50030000,39.43000000
CHRBNB,0.00048180,2145.00000000,0.00048250,8232.00000000
CHRBTC,0.00000423,21321.00000000,0.00000425,8820.00000000
CHRUSDT,0.16419000,1986.70000000,0.16440000,307.60000000
BTCUPUSDT,63.59700000,503.60000000,63.79500000,22.03000000
BTCDOWNUSDT,0.05412000,20000.00000000,0.05422000,1220749.29000000
GXSUSDT,0.62470000,222.64000000,0.62680000,190.00000000
ARDRUSDT,0.23085000,1.90000000,0.23134000,2512.20000000
ERDBUSD,0.00000000,0.00000000,0.00000000,0.00000000
LENDUSDT,0.00000000,0.00000000,0.00000000,0.00000000
HBARBUSD,0.25371000,526.60000000,0.25436000,1856.30000000
MATICBUSD,1.79565000,365.40000000,1.79826000,170.30000000
WRXBUSD,1.57710000,3043.13000000,1.58330000,376.09000000
ZILBUSD,0.10515000,6197.30000000,0.10542000,60701.90000000
MDTBNB,0.00000000,0.00000000,0.00000000,0.00000000
MDTBTC,0.00000086,451530.00000000,0.00000087,45520.00000000
MDTUSDT,0.03340000,3515.80000000,0.03341000,104890.40000000
STMXBNB,0.00007550,4194.00000000,0.00007630,114504.00000000
STMXBTC,0.00000066,5321965.00000000,0.00000067,149292.00000000
STMXETH,0.00000982,81993.00000000,0.00000990,489714.00000000
STMXUSDT,0.02577700,10000.00000000,0.02586600,10000.00000000
KNCBUSD,1.71500000,2040.68200000,1.72100000,954.66500000
KNCUSDT,1.71400000,427.06800000,1.71600000,648.50800000
REPBUSD,0.00000000,0.00000000,0.00000000,0.00000000
REPUSDT,24.72100000,1.72100000,24.80000000,40.72200000
LRCBUSD,0.32944000,42.40000000,0.33037000,6501.90000000
LRCUSDT,0.32901000,12158.50000000,0.32969000,5029.00000000
IQBNB,0.00003648,1835.00000000,0.00003665,61592.00000000
IQBUSD,0.01251600,16968.00000000,0.01256700,79545.00000000
PNTBTC,0.00002582,2219.00000000,0.00002602,48.00000000
PNTUSDT,1.00380000,1138.19000000,1.00940000,195.42000000
BTCGBP,27482.47000000,0.03429900,27499.01000000,0.04130000
ETHGBP,1860.33000000,0.07551000,1861.07000000,0.05968000
XRPGBP,0.65529000,3969.30000000,0.65658000,214.10000000
BNBGBP,241.60000000,16.72900000,241.93000000,16.72900000
GBPBUSD,1.41140000,8820.49000000,1.41150000,78262.36000000
DGBBNB,0.00020890,14611.00000000,0.00020940,20548.00000000
DGBBTC,0.00000183,67043.00000000,0.00000184,5682.00000000
DGBBUSD,0.07117000,1264.50000000,0.07141000,196.30000000
BTCUAH,1079945.00000000,0.08220500,1082477.00000000,0.09637100
USDTUAH,27.89800000,55.40000000,27.89900000,23994.00000000
COMPBTC,0.01085400,0.04500000,0.01086400,0.20000000
COMPBNB,0.00000000,0.00000000,0.00000000,0.00000000
COMPBUSD,420.90000000,0.03321000,421.89000000,0.49306000
COMPUSDT,420.47000000,0.14705000,421.12000000,2.00000000
BTCBIDR,572704178.00,0.09770200,573951872.00,0.28258700
ETHBIDR,38759265.00,0.10012000,38821963.00,4.67410000
BNBBIDR,5033357.00,57.63500000,5050823.00,11.96100000
BUSDBIDR,14765.00,16.25000000,14770.00,2.22000000
USDTBIDR,14790.00,50.00000000,14791.00,14081.19000000
BKRWUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BKRWBUSD,0.00000000,0.00000000,0.00000000,0.00000000
SCUSDT,0.01740400,2956.00000000,0.01743300,4880.00000000
ZENUSDT,106.08000000,7.09130000,106.27000000,1.32850000
SXPBTC,0.00005424,2.00000000,0.00005431,2140.00000000
SXPBNB,0.00617000,1498.00000000,0.00618000,21.30000000
SXPBUSD,2.10440000,25.00000000,2.10900000,886.07000000
SNXBTC,0.00036290,439.17000000,0.00036340,94.78000000
SNXBNB,0.04113000,29.25000000,0.04129000,2.45000000
SNXBUSD,14.05800000,23.81400000,14.09500000,7.00000000
SNXUSDT,14.07000000,0.00100000,14.08200000,5.81800000
ETHUPUSDT,60.64700000,13.16000000,60.78200000,13.16000000
ETHDOWNUSDT,0.00007900,231554252.66000000,0.00008000,127538635.87000000
ADAUPUSDT,101.86400000,0.87000000,102.04600000,162.36000000
ADADOWNUSDT,0.05300000,22140.97000000,0.05330000,43702.01000000
LINKUPUSDT,3.86900000,1825.51000000,3.87700000,309.23000000
LINKDOWNUSDT,0.34390000,300.00000000,0.34600000,93.33000000
VTHOBNB,0.00002831,258368.00000000,0.00002840,45727.00000000
VTHOBUSD,0.00000000,0.00000000,0.00000000,0.00000000
VTHOUSDT,0.00965400,18943.00000000,0.00967400,55023.00000000
DCRBUSD,0.00000000,0.00000000,0.00000000,0.00000000
DGBUSDT,0.07117000,23311.00000000,0.07129000,715.60000000
GBPUSDT,1.40930000,68672.68000000,1.40940000,97765.44000000
STORJBUSD,0.00000000,0.00000000,0.00000000,0.00000000
SXPUSDT,2.10300000,0.00100000,2.10400000,774.38300000
IRISBNB,0.00000000,0.00000000,0.00000000,0.00000000
IRISBTC,0.00000202,51937.00000000,0.00000203,87432.00000000
IRISBUSD,0.00000000,0.00000000,0.00000000,0.00000000
MKRBNB,11.74700000,0.50200000,11.80000000,0.01300000
MKRBTC,0.10360000,0.05400000,0.10377100,0.02500000
MKRUSDT,4018.57000000,0.00497000,4021.69000000,0.22097000
MKRBUSD,4021.40000000,0.00347000,4029.78000000,0.09749000
DAIBNB,0.00000000,0.00000000,0.00000000,0.00000000
DAIBTC,0.00000000,0.00000000,0.00000000,0.00000000
DAIUSDT,0.00000000,0.00000000,0.00000000,0.00000000
DAIBUSD,0.00000000,0.00000000,0.00000000,0.00000000
RUNEBNB,0.02855000,770.40000000,0.02861000,4.40000000
RUNEBTC,0.00025147,1.30000000,0.00025174,1094.50000000
RUNEBUSD,9.75100000,33.44200000,9.77400000,276.87100000
MANABUSD,0.76240000,18.34000000,0.76410000,3492.81000000
DOGEBUSD,0.35401000,56.50000000,0.35416000,56.50000000
LENDBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ZRXBUSD,0.97300000,106.84000000,0.97700000,320.27000000
DCRUSDT,131.11000000,0.34690000,131.70000000,1.65700000
STORJUSDT,1.07920000,114.05000000,1.08210000,1177.00000000
XRPBKRW,0.00000000,0.00000000,0.00000000,0.00000000
ADABKRW,0.00000000,0.00000000,0.00000000,0.00000000
BTCAUD,50300.01000000,0.17500000,50426.35000000,0.50994500
ETHAUD,3407.48000000,5.12463000,3410.59000000,10.24926000
AUDBUSD,0.77041000,96784.70000000,0.77064000,47829.40000000
FIOBNB,0.00044560,9563.40000000,0.00045220,3576.00000000
FIOBTC,0.00000393,21303.00000000,0.00000396,9603.00000000
FIOBUSD,0.15220000,91.32000000,0.15450000,2010.55000000
BNBUPUSDT,339.25400000,0.54000000,341.16300000,2.33000000
BNBDOWNUSDT,4.47000000,55.56000000,4.48000000,1584.91000000
XTZUPUSDT,0.08100000,81367.52000000,0.08200000,16036.07000000
XTZDOWNUSDT,0.00215000,537923.62000000,0.00217000,328710.95000000
AVABNB,0.00907000,738.80000000,0.00915000,286.00000000
AVABTC,0.00008010,246.91000000,0.00008030,206.23000000
AVABUSD,3.10100000,44.50000000,3.12090000,1521.04000000
USDTBKRW,0.00000000,0.00000000,0.00000000,0.00000000
BUSDBKRW,0.00000000,0.00000000,0.00000000,0.00000000
IOTABUSD,1.07690000,18318.37000000,1.07990000,9.52000000
MANAUSDT,0.76180000,70.16000000,0.76240000,800.25000000
XRPAUD,1.20000000,50.00000000,1.20380000,141.19000000
BNBAUD,442.41000000,52.87770000,444.23000000,0.03730000
AUDUSDT,0.76953000,4497.30000000,0.76957000,2542.20000000
BALBNB,0.00000000,0.00000000,0.00000000,0.00000000
BALBTC,0.00080640,0.70000000,0.00080750,5.20000000
BALBUSD,31.19900000,0.44700000,31.36800000,9.21300000
YFIBNB,142.05000000,0.02760000,143.25000000,0.00730000
YFIBTC,1.25214000,0.00660000,1.25468000,0.01320000
YFIBUSD,48505.09000000,0.25014000,48742.20000000,0.00781000
YFIUSDT,48532.55000000,0.00201300,48607.82000000,0.01145400
BLZBUSD,0.00000000,0.00000000,0.00000000,0.00000000
KMDBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BALUSDT,31.23100000,23.89000000,31.28700000,60.79800000
BLZUSDT,0.19093000,3841.00000000,0.19146000,948.20000000
IRISUSDT,0.07855000,636.40000000,0.07894000,644.00000000
KMDUSDT,1.60690000,49.35000000,1.61410000,370.25000000
BTCDAI,38734.44000000,0.92843400,38828.45000000,0.11321900
ETHDAI,2622.14000000,0.40250000,2625.21000000,0.40000000
BNBDAI,340.37000000,2.82410000,341.08000000,2.39370000
USDTDAI,1.00030000,16491.15000000,1.00040000,178847.39000000
BUSDDAI,0.99890000,44753.11000000,0.99900000,53093.80000000
JSTBNB,0.00019530,143700.00000000,0.00019650,3016.00000000
JSTBTC,0.00000171,201481.00000000,0.00000173,235513.00000000
JSTBUSD,0.06656000,209.50000000,0.06704000,64317.60000000
JSTUSDT,0.06664000,8078.20000000,0.06681000,3435.90000000
SRMBNB,0.01364100,18.00000000,0.01364700,22.00000000
SRMBTC,0.00011972,121.00000000,0.00011993,321.00000000
SRMBUSD,4.65120000,18.94000000,4.65840000,214.00000000
SRMUSDT,4.64250000,196.45000000,4.64710000,8.83000000
ANTBNB,0.01154000,1096.27000000,0.01165000,252.87000000
ANTBTC,0.00010170,655.80000000,0.00010220,4.92000000
ANTBUSD,3.95640000,3.53000000,3.96930000,100.94000000
ANTUSDT,3.95230000,67.01000000,3.96140000,151.41000000
CRVBNB,0.00467900,5793.59000000,0.00471000,1787.02000000
CRVBTC,0.00004130,407.55000000,0.00004134,2239.51000000
CRVBUSD,1.60200000,569.90700000,1.60600000,65.49100000
CRVUSDT,1.60100000,9344.38300000,1.60300000,2191.90500000
SANDBNB,0.00090620,1836.00000000,0.00091400,3638.00000000
SANDBTC,0.00000800,6559.00000000,0.00000802,13210.00000000
SANDUSDT,0.31028000,0.10000000,0.31060000,618.20000000
SANDBUSD,0.31030000,45.00000000,0.31144000,7019.70000000
OCEANBNB,0.00178500,5746.30000000,0.00179600,17195.30000000
OCEANBTC,0.00001573,621.00000000,0.00001576,93.00000000
OCEANBUSD,0.61060000,1170.28000000,0.61190000,1022.90000000
OCEANUSDT,0.60970000,78.10000000,0.61040000,65.55000000
NMRBNB,0.11870000,166.94000000,0.12030000,3.69000000
NMRBTC,0.00104800,54.21800000,0.00105300,3.00000000
NMRBUSD,40.68900000,3.21100000,40.86900000,1.00000000
NMRUSDT,40.64000000,28.82700000,40.78000000,1.00000000
DOTBNB,0.06669000,0.80000000,0.06677000,62.80000000
DOTBTC,0.00058673,1.30000000,0.00058700,587.90000000
DOTBUSD,22.75600000,6.33500000,22.78200000,4.17600000
DOTUSDT,22.73500000,7.55800000,22.73900000,6.88200000
LUNABNB,0.02071000,770.40000000,0.02080000,103.00000000
LUNABTC,0.00018215,460.00000000,0.00018248,0.80000000
LUNABUSD,7.08000000,51.97400000,7.09900000,0.32700000
LUNAUSDT,7.07000000,282.64500000,7.07500000,565.29000000
IDEXBTC,0.00000130,341840.00000000,0.00000131,3553.00000000
IDEXBUSD,0.05072000,69820.10000000,0.05099000,960.10000000
RSRBNB,0.00011690,88931.00000000,0.00011780,51684.00000000
RSRBTC,0.00000103,390206.00000000,0.00000104,173131.00000000
RSRBUSD,0.04005000,348.70000000,0.04013000,349.10000000
RSRUSDT,0.04001000,18761.40000000,0.04005000,6400.00000000
PAXGBNB,5.50100000,0.27600000,5.52000000,0.31300000
PAXGBTC,0.04841000,0.81840000,0.04848000,2.11400000
PAXGBUSD,0.00000000,0.00000000,0.00000000,0.00000000
PAXGUSDT,1877.00000000,1.06293000,1877.98000000,5.18722800
WNXMBNB,0.20526000,29.55000000,0.20750000,17.05600000
WNXMBTC,0.00180900,18.62000000,0.00182000,0.58800000
WNXMBUSD,0.00000000,0.00000000,0.00000000,0.00000000
WNXMUSDT,70.32500000,2.63300000,70.60000000,0.58300000
TRBBNB,0.00000000,0.00000000,0.00000000,0.00000000
TRBBTC,0.00136400,0.52300000,0.00136600,8.32500000
TRBBUSD,52.96100000,0.54600000,53.08600000,14.14800000
TRBUSDT,52.80500000,6.98000000,52.93900000,1.30900000
ETHNGN,767360.00000000,0.48933000,809990.00000000,0.02000000
DOTBIDR,335503.00,20.86400000,337248.00,17.66900000
LINKAUD,32.96400000,2.27000000,33.10300000,303.47000000
SXPAUD,2.72500000,266.90500000,2.74200000,131.43500000
BZRXBNB,0.00000000,0.00000000,0.00000000,0.00000000
BZRXBTC,0.00000755,625.00000000,0.00000756,4962.00000000
BZRXBUSD,0.29230000,300.00000000,0.29420000,1287.05000000
BZRXUSDT,0.29250000,2840.00000000,0.29320000,216.16000000
WBTCBTC,1.00079000,0.03139000,1.00094000,0.02996000
WBTCETH,14.77600000,0.01280000,14.79500000,0.02350000
SUSHIBNB,0.03482000,40.93000000,0.03484000,119.43000000
SUSHIBTC,0.00030620,0.72000000,0.00030650,137.99000000
SUSHIBUSD,11.88200000,89.62800000,11.89900000,561.75000000
SUSHIUSDT,11.87200000,213.36100000,11.88200000,60.00000000
YFIIBNB,5.46600000,0.26750000,5.49700000,0.80100000
YFIIBTC,0.04811000,0.24770000,0.04822000,0.80250000
YFIIBUSD,1867.00000000,0.48329900,1871.96000000,0.98245900
YFIIUSDT,1866.86000000,0.04044500,1869.24000000,0.02320500
KSMBNB,0.99020000,4.63000000,0.99480000,0.06000000
KSMBTC,0.00872500,11.12100000,0.00874600,0.38500000
KSMBUSD,338.12000000,0.13000000,339.42000000,0.04130000
KSMUSDT,338.30000000,3.65900000,338.72000000,0.05000000
EGLDBNB,0.29940000,6.74000000,0.30080000,0.30000000
EGLDBTC,0.00264100,18.90300000,0.00264600,12.01700000
EGLDBUSD,102.55000000,0.13630000,102.81000000,1.61800000
EGLDUSDT,102.41000000,4.50850000,102.54000000,2.98940000
DIABNB,0.00567500,1533.45000000,0.00575500,12.39000000
DIABTC,0.00005020,1948.72000000,0.00005040,99.54000000
DIABUSD,1.95300000,663.79000000,1.96000000,30.15200000
DIAUSDT,1.95200000,23.44000000,1.95500000,26.36200000
RUNEUSDT,9.74400000,319.10400000,9.75000000,38796.05800000
FIOUSDT,0.15280000,2395.00000000,0.15310000,2438.35000000
UMABTC,0.00036450,218.90500000,0.00036520,30.00000000
